method,wallclock_seconds
RPB,0.15299701690673828
RPB-FO,0.13820815086364746
RCBM,1.4050910472869873
RCBM-FO,0.7957799434661865
PBA,0.8053410053253174
PBA-FO,0.7808182239532471
SGM,0.6677989959716797
SGM-FO,0.6089718341827393
