method,wallclock_seconds
RPB,0.22849297523498535
RPB-FO,0.1500389575958252
RCBM,0.7593400478363037
RCBM-FO,1.0632410049438477
PBA,0.8962907791137695
PBA-FO,1.0376768112182617
SGM,0.48783111572265625
SGM-FO,0.45935606956481934
