iteration,objective
0,0.7238440961456952
1,0.4874839040622564
2,0.4733351799632424
3,0.46093464843577353
4,0.4515163425208511
5,0.44882386634862764
6,0.4487456257709383
7,0.44356137311793054
8,0.44356137311793054
9,0.44356137311793054
10,0.44356137311793054
11,0.44356137311793054
12,0.44329799421274335
13,0.44095062207631386
14,0.44095062207631386
15,0.44095062207631386
16,0.44095062207631386
17,0.44095062207631386
18,0.44095062207631386
19,0.4404334926059662
20,0.4385392222928041
21,0.4371552831715073
22,0.4371552831715073
23,0.4371552831715073
24,0.4371552831715073
25,0.4369730203714403
26,0.4369730203714403
27,0.4369730203714403
28,0.43691409430376654
29,0.4366810673557942
30,0.43668106735579404
31,0.43668106735579404
32,0.43668106735579404
33,0.43668106735579404
34,0.43668106735579404
35,0.43667465451481724
36,0.43667465451481724
37,0.43666905665246775
38,0.4366686044317843
39,0.4366651118098856
40,0.4366651118098855
41,0.43666511179748363
42,0.43666511179748363
43,0.4366634408016732
44,0.4366629138377476
45,0.4366612233592918
46,0.4366597910983306
47,0.4366597910983306
48,0.4366597910983306
49,0.4366597910983306
50,0.43665891966469395
51,0.4366564225407797
52,0.4366564225407797
53,0.4366564225407797
54,0.4366564225407797
55,0.43665640010033924
56,0.43665603206241654
57,0.43665603206241654
58,0.43665583966364957
59,0.43665539709397444
60,0.43665539709397444
61,0.43665538895758543
62,0.4366553818717409
63,0.43665537057598053
64,0.43665537057598053
65,0.4366553697952749
66,0.4366553697952749
67,0.43665536942755034
68,0.4366553693066264
69,0.43665536929928456
70,0.4366553692906595
71,0.43665536928620197
72,0.43665536927582943
73,0.4366553692746133
