method,wallclock_seconds
RPB,1.161978006362915
RPB-FO,0.9639220237731934
RCBM,1.1910400390625
RCBM-FO,1.2643377780914307
PBA,6.644075870513916
PBA-FO,5.490154027938843
SGM,0.5632178783416748
SGM-FO,0.5236051082611084
