method,wallclock_seconds
RPB,0.00792384147644043
RPB-FO,0.006777048110961914
RCBM,1.0914430618286133
RCBM-FO,0.718621015548706
PBA,0.5732731819152832
PBA-FO,0.5213150978088379
SGM,0.555027961730957
SGM-FO,0.4538249969482422
