iteration,objective
0,0.6389502830465269
1,0.6326830693801438
2,0.6266902403183714
3,0.6212395466868288
4,0.615465310222132
5,0.6096581309264412
6,0.6041084577503126
7,0.5988030574513039
8,0.5933313041930567
9,0.5884859191164551
10,0.5836126935048827
11,0.578501682943808
12,0.5735087865815718
13,0.5687593061491552
14,0.5639786987642986
15,0.5592867685792225
16,0.554702459792959
17,0.5503617202211817
18,0.5461154716420618
19,0.5420248125397032
20,0.5379721518643131
21,0.5340374745353521
22,0.5302622429924837
23,0.5264944025788667
24,0.5229262371348069
25,0.5198050688589411
26,0.5163739114262829
27,0.5129258467613642
28,0.5095836183975738
29,0.5064244766192038
30,0.5032053376375624
31,0.5001148088716036
32,0.497147447535872
33,0.49424962967259395
34,0.4915056459145274
35,0.4887672971992465
36,0.4859688963045586
37,0.48325299452238385
38,0.4807325993637639
39,0.4781347928157136
40,0.4755482176761505
41,0.4730355586613078
42,0.47062006440363713
43,0.4683225059167378
44,0.46610300321359405
45,0.46406091203537186
46,0.46191070953448354
47,0.45975153854457035
48,0.4575974484620587
49,0.4556458743481029
50,0.4536151746855286
51,0.45173778064809705
52,0.4498833634946356
53,0.4480134094706863
54,0.44622682534161506
55,0.44446840870834964
56,0.4426345375710336
57,0.4410080164892557
58,0.4395447017262863
59,0.4378836144624689
60,0.4364397148319965
61,0.43486960964339594
62,0.4333164843525986
63,0.4318774782575354
64,0.4305218300036544
65,0.4291223744653254
66,0.42774693582557366
67,0.4262925737429006
68,0.4249413587249348
69,0.4236285935628154
70,0.4223289268927545
71,0.42115771651167216
72,0.42002436057911813
73,0.418843547499336
74,0.4178251835968152
75,0.41675169777931675
76,0.41567045378844186
77,0.414649484054819
78,0.4135837541435503
79,0.4124549656652112
80,0.41165226081062006
81,0.41056999143090384
82,0.4097375089327104
83,0.40888249226732076
84,0.4078213036313317
85,0.40706387906990593
86,0.4062306025638389
87,0.4053515943701701
88,0.4044813065360213
89,0.40379334495515806
90,0.40297165684071934
91,0.4021837889169206
92,0.4014962020540842
93,0.4007103298983432
94,0.400105489563844
95,0.39928083512427953
96,0.3986860037540401
97,0.39794652241060696
98,0.3973492336565935
99,0.3966719577301289
100,0.39603092687732866
101,0.3954648902408196
102,0.39485730222476745
103,0.3943974964486565
104,0.3936835098095273
105,0.393172931495949
106,0.39262582520607053
107,0.3920755061216269
108,0.39154601033679887
109,0.3910515395589801
110,0.3905092553173079
111,0.39014289181604506
112,0.38959068360065247
113,0.389131346280805
114,0.38869949446868823
115,0.3882806506249912
116,0.38776057065394987
117,0.3874953011785269
118,0.38704835147624245
119,0.3866256312281631
120,0.38627337632699765
121,0.3859084158766324
122,0.3855500669065683
123,0.3852089387998563
