method,wallclock_seconds
RPB,0.05743098258972168
RPB-FO,0.0747988224029541
RCBM,0.909060001373291
RCBM-FO,0.6292288303375244
PBA,0.4390430450439453
PBA-FO,0.5201020240783691
SGM,1.7055749893188477
SGM-FO,1.6183950901031494
